Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: sent,Spreadsheet: sent_1,Spreadsheet: word_1,Spreadsheet: card_1,Spreadsheet: card_2,Spreadsheet: corr_1,Spreadsheet: cons,Spreadsheet: vowel,Spreadsheet: target,Manipulation: Spreadsheet,Store: response 1,Store: response 2,Store: Score,Store: Total_q,Store: Score_total
63,1.71141E+12,25/03/2024 22:16:58,1.71139E+12,-4,25/03/2024 14:16:58,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,12,Trials_blk1,Screen 3,2d6z4v,2,info,audio finished,110.2999999761596,100.10000000000218,110.2999999761596,110.2999999761596,100.10000000000218,110.2999999761596,1,110.2999999761596,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,kag,kack,kag,k,a,1,,,,50,,
64,1.71141E+12,25/03/2024 22:16:59,1.71139E+12,-4,25/03/2024 14:16:59,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,12,Trials_blk1,Screen 3,2d6z4v,2,continue,,566.7000000000007,566.7000000000007,566.7000000000007,566.7000000000007,566.7000000000007,566.7000000000007,1,566.7000000000007,0,0,,Fixation Timing,Fixation,1,object-45,Trials_blk1,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,kag,kack,kag,k,a,1,,,,50,,
65,1.71141E+12,25/03/2024 22:16:59,1.71139E+12,-4,25/03/2024 14:16:59,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,13,Trials_blk1,Screen 1,rvjw9l,1,response,beb,351.09999997615887,349,351.09999997615887,351.09999997615887,349,351.09999997615887,1,351.09999997615887,0,0,,Click Response,Card1,7,object-20,Trials_blk1,Todd has a cat named ___,beb_sent.mp3,beb_word.mp3,beb,meb,beb,b,e,0,,,,54,,
66,1.71141E+12,25/03/2024 22:16:59,1.71139E+12,-4,25/03/2024 14:16:59,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,13,Trials_blk1,Screen 1,rvjw9l,1,continue,,353,349,353,353,349,353,0,353,0,0,,Click To Continue,Card1,7,object-20,Trials_blk1,Todd has a cat named ___,beb_sent.mp3,beb_word.mp3,beb,meb,beb,b,e,0,,,,54,,
67,1.71141E+12,25/03/2024 22:16:59,1.71139E+12,-4,25/03/2024 14:16:59,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,13,Trials_blk1,Screen 3,2d6z4v,2,info,audio started,7.099999976,0,7.099999976,7.099999976,0,7.099999976,1,7.099999976,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Todd has a cat named ___,beb_sent.mp3,beb_word.mp3,beb,meb,beb,b,e,0,,,,54,,
68,1.71141E+12,25/03/2024 22:16:59,1.71139E+12,-4,25/03/2024 14:16:59,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,13,Trials_blk1,Screen 3,2d6z4v,2,info,audio finished,108.09999997615887,100.90000000000146,108.09999997615887,108.09999997615887,100.90000000000146,108.09999997615887,1,108.09999997615887,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Todd has a cat named ___,beb_sent.mp3,beb_word.mp3,beb,meb,beb,b,e,0,,,,54,,
69,1.71141E+12,25/03/2024 22:16:59,1.71139E+12,-4,25/03/2024 14:16:59,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,13,Trials_blk1,Screen 3,2d6z4v,2,continue,,567.7000000000007,567.7000000000007,567.7000000000007,567.7000000000007,567.7000000000007,567.7000000000007,1,567.7000000000007,0,0,,Fixation Timing,Fixation,1,object-45,Trials_blk1,Todd has a cat named ___,beb_sent.mp3,beb_word.mp3,beb,meb,beb,b,e,0,,,,54,,
70,1.71141E+12,25/03/2024 22:17:00,1.71139E+12,-4,25/03/2024 14:17:00,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,14,Trials_blk1,Screen 1,rvjw9l,1,response,beb,370.1999999284744,365.7000000000007,370.1999999284744,370.1999999284744,365.7000000000007,370.1999999284744,0,370.1999999284744,0,0,,Click Response,Card2,6,object-19,Trials_blk1,Todd has a cat named ___,meb_sent.mp3,meb_word.mp3,meb,beb,meb,m,e,0,,,,50,,
71,1.71141E+12,25/03/2024 22:17:00,1.71139E+12,-4,25/03/2024 14:17:00,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,14,Trials_blk1,Screen 1,rvjw9l,1,continue,,378.6999999284744,365.7000000000007,378.6999999284744,378.6999999284744,365.7000000000007,378.6999999284744,0,378.6999999284744,0,0,,Click To Continue,Card2,6,object-19,Trials_blk1,Todd has a cat named ___,meb_sent.mp3,meb_word.mp3,meb,beb,meb,m,e,0,,,,50,,
72,1.71141E+12,25/03/2024 22:17:00,1.71139E+12,-4,25/03/2024 14:17:00,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,14,Trials_blk1,Screen 3,2d6z4v,2,info,audio started,14.499999928473699,0,14.499999928473699,14.499999928473699,0,14.499999928473699,1,14.499999928473699,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Todd has a cat named ___,meb_sent.mp3,meb_word.mp3,meb,beb,meb,m,e,0,,,,50,,
73,1.71141E+12,25/03/2024 22:17:00,1.71139E+12,-4,25/03/2024 14:17:00,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,14,Trials_blk1,Screen 3,2d6z4v,2,info,audio finished,115.09999995231556,100.89999999999782,115.09999995231556,115.09999995231556,100.89999999999782,115.09999995231556,1,115.09999995231556,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Todd has a cat named ___,meb_sent.mp3,meb_word.mp3,meb,beb,meb,m,e,0,,,,50,,
74,1.71141E+12,25/03/2024 22:17:00,1.71139E+12,-4,25/03/2024 14:17:00,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,14,Trials_blk1,Screen 3,2d6z4v,2,continue,,566.7000000000007,566.7000000000007,566.7000000000007,566.7000000000007,566.7000000000007,566.7000000000007,1,566.7000000000007,0,0,,Fixation Timing,Fixation,1,object-45,Trials_blk1,Todd has a cat named ___,meb_sent.mp3,meb_word.mp3,meb,beb,meb,m,e,0,,,,50,,
75,1.71141E+12,25/03/2024 22:17:01,1.71139E+12,-4,25/03/2024 14:17:01,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,15,Trials_blk1,Screen 1,rvjw9l,1,response,geb,407.29999992847297,400.8999999999978,407.29999992847297,407.29999992847297,400.8999999999978,407.29999992847297,1,407.29999992847297,0,0,,Click Response,Card1,7,object-20,Trials_blk1,Pat had a toad that said ___,geb_sent.mp3,geb_word.mp3,geb,neb,geb,g,e,0,,,,53,,
76,1.71141E+12,25/03/2024 22:17:01,1.71139E+12,-4,25/03/2024 14:17:01,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,15,Trials_blk1,Screen 1,rvjw9l,1,continue,,408.89999995231483,400.8999999999978,408.89999995231483,408.89999995231483,400.8999999999978,408.89999995231483,0,408.89999995231483,0,0,,Click To Continue,Card1,7,object-20,Trials_blk1,Pat had a toad that said ___,geb_sent.mp3,geb_word.mp3,geb,neb,geb,g,e,0,,,,53,,
77,1.71141E+12,25/03/2024 22:17:01,1.71139E+12,-4,25/03/2024 14:17:01,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,15,Trials_blk1,Screen 3,2d6z4v,2,info,audio started,10.700000000000728,0,10.700000000000728,10.700000000000728,0,10.700000000000728,1,10.700000000000728,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Pat had a toad that said ___,geb_sent.mp3,geb_word.mp3,geb,neb,geb,g,e,0,,,,53,,
78,1.71141E+12,25/03/2024 22:17:01,1.71139E+12,-4,25/03/2024 14:17:01,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,15,Trials_blk1,Screen 3,2d6z4v,2,info,audio finished,111.09999997615887,99.10000000000218,111.09999997615887,111.09999997615887,99.10000000000218,111.09999997615887,1,111.09999997615887,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Pat had a toad that said ___,geb_sent.mp3,geb_word.mp3,geb,neb,geb,g,e,0,,,,53,,
79,1.71141E+12,25/03/2024 22:17:01,1.71139E+12,-4,25/03/2024 14:17:01,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,15,Trials_blk1,Screen 3,2d6z4v,2,continue,,566.7000000000007,566.7000000000007,566.7000000000007,566.7000000000007,566.7000000000007,566.7000000000007,1,566.7000000000007,0,0,,Fixation Timing,Fixation,1,object-45,Trials_blk1,Pat had a toad that said ___,geb_sent.mp3,geb_word.mp3,geb,neb,geb,g,e,0,,,,53,,
80,1.71141E+12,25/03/2024 22:17:02,1.71139E+12,-4,25/03/2024 14:17:02,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,16,Trials_blk1,Screen 1,rvjw9l,1,response,geb,311.09999990463257,299.90000000000146,311.09999990463257,311.09999990463257,299.90000000000146,311.09999990463257,0,311.09999990463257,0,0,,Click Response,Card2,6,object-19,Trials_blk1,Pat had a toad that said ___,neb_sent.mp3,neb_word.mp3,neb,geb,neb,n,e,0,,,,50,,
81,1.71141E+12,25/03/2024 22:17:02,1.71139E+12,-4,25/03/2024 14:17:02,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,16,Trials_blk1,Screen 1,rvjw9l,1,continue,,312.5,299.90000000000146,312.5,312.5,299.90000000000146,312.5,0,312.5,0,0,,Click To Continue,Card2,6,object-19,Trials_blk1,Pat had a toad that said ___,neb_sent.mp3,neb_word.mp3,neb,geb,neb,n,e,0,,,,50,,
82,1.71141E+12,25/03/2024 22:17:02,1.71139E+12,-4,25/03/2024 14:17:02,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,16,Trials_blk1,Screen 3,2d6z4v,2,info,audio started,15.199999904631113,0,15.199999904631113,15.199999904631113,0,15.199999904631113,1,15.199999904631113,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Pat had a toad that said ___,neb_sent.mp3,neb_word.mp3,neb,geb,neb,n,e,0,,,,50,,
83,1.71141E+12,25/03/2024 22:17:02,1.71139E+12,-4,25/03/2024 14:17:02,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,16,Trials_blk1,Screen 3,2d6z4v,2,info,audio finished,115.89999995231483,100,115.89999995231483,115.89999995231483,100,115.89999995231483,1,115.89999995231483,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Pat had a toad that said ___,neb_sent.mp3,neb_word.mp3,neb,geb,neb,n,e,0,,,,50,,
84,1.71141E+12,25/03/2024 22:17:02,1.71139E+12,-4,25/03/2024 14:17:02,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,16,Trials_blk1,Screen 3,2d6z4v,2,continue,,566.7999999999993,566.7999999999993,566.7999999999993,566.7999999999993,566.7999999999993,566.7999999999993,1,566.7999999999993,0,0,,Fixation Timing,Fixation,1,object-45,Trials_blk1,Pat had a toad that said ___,neb_sent.mp3,neb_word.mp3,neb,geb,neb,n,e,0,,,,50,,
85,1.71141E+12,25/03/2024 22:17:03,1.71139E+12,-4,25/03/2024 14:17:03,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,17,Trials_blk1,Screen 1,rvjw9l,1,response,bib,347.8999999999978,332.2999999999993,347.8999999999978,347.8999999999978,332.2999999999993,347.8999999999978,1,347.8999999999978,0,0,,Click Response,Card1,7,object-20,Trials_blk1,Kat has a tag that read ___,bib_sent.mp3,bib_word.mp3,bib,mib,bib,b,i,0,,,,53,,
86,1.71141E+12,25/03/2024 22:17:03,1.71139E+12,-4,25/03/2024 14:17:03,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,17,Trials_blk1,Screen 1,rvjw9l,1,continue,,347.8999999999978,332.2999999999993,347.8999999999978,347.8999999999978,332.2999999999993,347.8999999999978,0,347.8999999999978,0,0,,Click To Continue,Card1,7,object-20,Trials_blk1,Kat has a tag that read ___,bib_sent.mp3,bib_word.mp3,bib,mib,bib,b,i,0,,,,53,,
87,1.71141E+12,25/03/2024 22:17:03,1.71139E+12,-4,25/03/2024 14:17:03,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,17,Trials_blk1,Screen 3,2d6z4v,2,info,audio started,15.599999999998545,0,15.599999999998545,15.599999999998545,0,15.599999999998545,1,15.599999999998545,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Kat has a tag that read ___,bib_sent.mp3,bib_word.mp3,bib,mib,bib,b,i,0,,,,53,,
88,1.71141E+12,25/03/2024 22:17:03,1.71139E+12,-4,25/03/2024 14:17:03,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,17,Trials_blk1,Screen 3,2d6z4v,2,info,audio finished,121.89999997615814,117.59999999999854,121.89999997615814,121.89999997615814,117.59999999999854,121.89999997615814,1,121.89999997615814,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Kat has a tag that read ___,bib_sent.mp3,bib_word.mp3,bib,mib,bib,b,i,0,,,,53,,
89,1.71141E+12,25/03/2024 22:17:03,1.71139E+12,-4,25/03/2024 14:17:03,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,17,Trials_blk1,Screen 3,2d6z4v,2,continue,,567.7000000000007,567.7000000000007,567.7000000000007,567.7000000000007,567.7000000000007,567.7000000000007,1,567.7000000000007,0,0,,Fixation Timing,Fixation,1,object-45,Trials_blk1,Kat has a tag that read ___,bib_sent.mp3,bib_word.mp3,bib,mib,bib,b,i,0,,,,53,,
90,1.71141E+12,25/03/2024 22:17:04,1.71139E+12,-4,25/03/2024 14:17:04,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,18,Trials_blk1,Screen 1,rvjw9l,1,response,bib,561.2999999999993,550,561.2999999999993,561.2999999999993,550,561.2999999999993,0,561.2999999999993,0,0,,Click Response,Card2,6,object-19,Trials_blk1,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,,,50,,
91,1.71141E+12,25/03/2024 22:17:04,1.71139E+12,-4,25/03/2024 14:17:04,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,18,Trials_blk1,Screen 1,rvjw9l,1,continue,,566.7000000000007,550,566.7000000000007,566.7000000000007,550,566.7000000000007,0,566.7000000000007,0,0,,Click To Continue,Card2,6,object-19,Trials_blk1,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,,,50,,
92,1.71141E+12,25/03/2024 22:17:04,1.71139E+12,-4,25/03/2024 14:17:04,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,18,Trials_blk1,Screen 3,2d6z4v,2,info,audio started,16.700000000000728,0,16.700000000000728,16.700000000000728,0,16.700000000000728,1,16.700000000000728,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,,,50,,
93,1.71141E+12,25/03/2024 22:17:04,1.71139E+12,-4,25/03/2024 14:17:04,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,18,Trials_blk1,Screen 3,2d6z4v,2,info,audio finished,121.39999990463184,116.39999999999782,121.39999990463184,121.39999990463184,116.39999999999782,121.39999990463184,1,121.39999990463184,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,,,50,,
94,1.71141E+12,25/03/2024 22:17:04,1.71139E+12,-4,25/03/2024 14:17:04,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,18,Trials_blk1,Screen 3,2d6z4v,2,continue,,566.5999999999985,566.5999999999985,566.5999999999985,566.5999999999985,566.5999999999985,566.5999999999985,1,566.5999999999985,0,0,,Fixation Timing,Fixation,1,object-45,Trials_blk1,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,,,50,,
95,1.71141E+12,25/03/2024 22:17:06,1.71139E+12,-4,25/03/2024 14:17:06,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,1,Break,Screen 1,wsvia4,1,continue,,1588.2000000000007,1582.5,1588.2000000000007,1588.2000000000007,1582.5,1588.2000000000007,1,1588.2000000000007,0,0,,Click To Continue,Continue Button,2,object-51,Break,,,,,,,,,,,,,50,,
96,1.71141E+12,25/03/2024 22:17:07,1.71139E+12,-4,25/03/2024 14:17:07,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,1,Trials_blk2,Screen 1,xaswna,1,response,peb,758.2000000000007,750.7999999999993,758.2000000000007,758.2000000000007,750.7999999999993,758.2000000000007,0,758.2000000000007,0,0,,Click Response,Card1,7,object-61,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,,,,47,,
97,1.71141E+12,25/03/2024 22:17:07,1.71139E+12,-4,25/03/2024 14:17:07,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,1,Trials_blk2,Screen 1,xaswna,1,continue,,759.5999999761589,750.7999999999993,759.5999999761589,759.5999999761589,750.7999999999993,759.5999999761589,0,759.5999999761589,0,0,,Click To Continue,Card1,7,object-61,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,,,,47,,
98,1.71141E+12,25/03/2024 22:17:07,1.71139E+12,-4,25/03/2024 14:17:07,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,1,Trials_blk2,Screen 2,u6rw25,2,info,audio started,11.299999976159597,0,11.299999976159597,11.299999976159597,0,11.299999976159597,1,11.299999976159597,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,,,,47,,
99,1.71141E+12,25/03/2024 22:17:07,1.71139E+12,-4,25/03/2024 14:17:07,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,1,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,111.7999999761596,100,111.7999999761596,111.7999999761596,100,111.7999999761596,1,111.7999999761596,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,,,,47,,
100,1.71141E+12,25/03/2024 22:17:07,1.71139E+12,-4,25/03/2024 14:17:07,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,1,Trials_blk2,Screen 2,u6rw25,2,continue,,566.6000000000022,566.6000000000022,566.6000000000022,566.6000000000022,566.6000000000022,566.6000000000022,1,566.6000000000022,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,,,,47,,
101,1.71141E+12,25/03/2024 22:17:07,1.71139E+12,-4,25/03/2024 14:17:07,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,2,Trials_blk2,Screen 1,xaswna,1,response,peb,282.4999999284737,266.7000000000007,282.4999999284737,282.4999999284737,266.7000000000007,282.4999999284737,1,282.4999999284737,0,0,,Click Response,Card2,6,object-60,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,,,,50,,
102,1.71141E+12,25/03/2024 22:17:07,1.71139E+12,-4,25/03/2024 14:17:07,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,2,Trials_blk2,Screen 1,xaswna,1,continue,,283.3000000000029,266.7000000000007,283.3000000000029,283.3000000000029,266.7000000000007,283.3000000000029,0,283.3000000000029,0,0,,Click To Continue,Card2,6,object-60,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,,,,50,,
103,1.71141E+12,25/03/2024 22:17:07,1.71139E+12,-4,25/03/2024 14:17:07,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,2,Trials_blk2,Screen 2,u6rw25,2,info,audio started,16.600000000002183,0,16.600000000002183,16.600000000002183,0,16.600000000002183,1,16.600000000002183,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,,,,50,,
104,1.71141E+12,25/03/2024 22:17:07,1.71139E+12,-4,25/03/2024 14:17:07,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,2,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,120.49999997615669,116.5,120.49999997615669,120.49999997615669,116.5,120.49999997615669,1,120.49999997615669,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,,,,50,,
