Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: sent,Spreadsheet: sent_1,Spreadsheet: word_1,Spreadsheet: card_1,Spreadsheet: card_2,Spreadsheet: corr_1,Spreadsheet: cons,Spreadsheet: vowel,Spreadsheet: target,Manipulation: Spreadsheet,Store: response 1,Store: response 2,Store: Score,Store: Total_q,Store: Score_total
105,1.71141E+12,25/03/2024 22:17:08,1.71139E+12,-4,25/03/2024 14:17:08,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,2,Trials_blk2,Screen 2,u6rw25,2,continue,,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,1,566.6999999999971,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,,,,50,,
106,1.71141E+12,25/03/2024 22:17:08,1.71139E+12,-4,25/03/2024 14:17:08,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,3,Trials_blk2,Screen 1,xaswna,1,response,kep,263.2999999761596,250,263.2999999761596,263.2999999761596,250,263.2999999761596,1,263.2999999761596,0,0,,Click Response,Card1,7,object-61,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,,,,52,,
107,1.71141E+12,25/03/2024 22:17:08,1.71139E+12,-4,25/03/2024 14:17:08,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,3,Trials_blk2,Screen 1,xaswna,1,continue,,264.4999999,250,264.4999999,264.4999999,250,264.4999999,0,264.4999999,0,0,,Click To Continue,Card1,7,object-61,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,,,,52,,
108,1.71141E+12,25/03/2024 22:17:08,1.71139E+12,-4,25/03/2024 14:17:08,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,3,Trials_blk2,Screen 2,u6rw25,2,info,audio started,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,1,16.69999999999709,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,,,,52,,
109,1.71141E+12,25/03/2024 22:17:08,1.71139E+12,-4,25/03/2024 14:17:08,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,3,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,117.2999999761596,116.70000000000073,117.2999999761596,117.2999999761596,116.70000000000073,117.2999999761596,1,117.2999999761596,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,,,,52,,
110,1.71141E+12,25/03/2024 22:17:09,1.71139E+12,-4,25/03/2024 14:17:09,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,3,Trials_blk2,Screen 2,u6rw25,2,continue,,565.8000000000029,565.8000000000029,565.8000000000029,565.8000000000029,565.8000000000029,565.8000000000029,1,565.8000000000029,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,,,,52,,
111,1.71141E+12,25/03/2024 22:17:09,1.71139E+12,-4,25/03/2024 14:17:09,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,4,Trials_blk2,Screen 1,xaswna,1,response,kep,248.6999999046311,234.1999999999971,248.6999999046311,248.6999999046311,234.1999999999971,248.6999999046311,0,248.6999999046311,0,0,,Click Response,Card2,6,object-60,Trials_blk2,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,keb,kep,keb,k,e,1,,,,50,,
112,1.71141E+12,25/03/2024 22:17:09,1.71139E+12,-4,25/03/2024 14:17:09,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,4,Trials_blk2,Screen 1,xaswna,1,continue,,250.09999999999854,234.1999999999971,250.09999999999854,250.09999999999854,234.1999999999971,250.09999999999854,0,250.09999999999854,0,0,,Click To Continue,Card2,6,object-60,Trials_blk2,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,keb,kep,keb,k,e,1,,,,50,,
113,1.71141E+12,25/03/2024 22:17:09,1.71139E+12,-4,25/03/2024 14:17:09,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,4,Trials_blk2,Screen 2,u6rw25,2,info,audio started,16.599999999998545,0,16.599999999998545,16.599999999998545,0,16.599999999998545,1,16.599999999998545,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,keb,kep,keb,k,e,1,,,,50,,
114,1.71141E+12,25/03/2024 22:17:09,1.71139E+12,-4,25/03/2024 14:17:09,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,4,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,119.59999992847588,116.70000000000437,119.59999992847588,119.59999992847588,116.70000000000437,119.59999992847588,1,119.59999992847588,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,keb,kep,keb,k,e,1,,,,50,,
115,1.71141E+12,25/03/2024 22:17:10,1.71139E+12,-4,25/03/2024 14:17:10,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,4,Trials_blk2,Screen 2,u6rw25,2,continue,,566.7000000000044,566.7000000000044,566.7000000000044,566.7000000000044,566.7000000000044,566.7000000000044,1,566.7000000000044,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,keb,kep,keb,k,e,1,,,,50,,
116,1.71141E+12,25/03/2024 22:17:10,1.71139E+12,-4,25/03/2024 14:17:10,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,5,Trials_blk2,Screen 1,xaswna,1,response,pib,385.09999997615523,383.29999999999563,385.09999997615523,385.09999997615523,383.29999999999563,385.09999997615523,0,385.09999997615523,0,0,,Click Response,Card1,7,object-61,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,,,,48,,
117,1.71141E+12,25/03/2024 22:17:10,1.71139E+12,-4,25/03/2024 14:17:10,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,5,Trials_blk2,Screen 1,xaswna,1,continue,,386.79999990462966,383.29999999999563,386.79999990462966,386.79999990462966,383.29999999999563,386.79999990462966,0,386.79999990462966,0,0,,Click To Continue,Card1,7,object-61,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,,,,48,,
118,1.71141E+12,25/03/2024 22:17:10,1.71139E+12,-4,25/03/2024 14:17:10,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,5,Trials_blk2,Screen 2,u6rw25,2,info,audio started,6.0999999284758815,0,6.0999999284758815,6.0999999284758815,0,6.0999999284758815,1,6.0999999284758815,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,,,,48,,
119,1.71141E+12,25/03/2024 22:17:10,1.71139E+12,-4,25/03/2024 14:17:10,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,5,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,107.09999992847588,100,107.09999992847588,107.09999992847588,100,107.09999992847588,1,107.09999992847588,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,,,,48,,
120,1.71141E+12,25/03/2024 22:17:11,1.71139E+12,-4,25/03/2024 14:17:11,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,5,Trials_blk2,Screen 2,u6rw25,2,continue,,566.5999999999985,566.5999999999985,566.5999999999985,566.5999999999985,566.5999999999985,566.5999999999985,1,566.5999999999985,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,,,,48,,
121,1.71141E+12,25/03/2024 22:17:11,1.71139E+12,-4,25/03/2024 14:17:11,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,6,Trials_blk2,Screen 1,xaswna,1,response,pib,273.69999997616105,266.70000000000437,273.69999997616105,273.69999997616105,266.70000000000437,273.69999997616105,1,273.69999997616105,0,0,,Click Response,Card2,6,object-60,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,,,,50,,
122,1.71141E+12,25/03/2024 22:17:11,1.71139E+12,-4,25/03/2024 14:17:11,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,6,Trials_blk2,Screen 1,xaswna,1,continue,,274.8000000000029,266.70000000000437,274.8000000000029,274.8000000000029,266.70000000000437,274.8000000000029,0,274.8000000000029,0,0,,Click To Continue,Card2,6,object-60,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,,,,50,,
123,1.71141E+12,25/03/2024 22:17:11,1.71139E+12,-4,25/03/2024 14:17:11,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,6,Trials_blk2,Screen 2,u6rw25,2,info,audio started,10.999999976156687,0,10.999999976156687,10.999999976156687,0,10.999999976156687,1,10.999999976156687,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,,,,50,,
124,1.71141E+12,25/03/2024 22:17:11,1.71139E+12,-4,25/03/2024 14:17:11,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,6,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,111.99999997615669,100,111.99999997615669,111.99999997615669,100,111.99999997615669,1,111.99999997615669,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,,,,50,,
125,1.71141E+12,25/03/2024 22:17:11,1.71139E+12,-4,25/03/2024 14:17:11,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,6,Trials_blk2,Screen 2,u6rw25,2,continue,,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,1,566.6999999999971,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,,,,50,,
126,1.71141E+12,25/03/2024 22:17:12,1.71139E+12,-4,25/03/2024 14:17:12,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,7,Trials_blk2,Screen 1,xaswna,1,response,kip,337.0999999284759,333.3000000000029,337.0999999284759,337.0999999284759,333.3000000000029,337.0999999284759,1,337.0999999284759,0,0,,Click Response,Card1,7,object-61,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,kip,kib,kip,k,i,1,,,,52,,
127,1.71141E+12,25/03/2024 22:17:12,1.71139E+12,-4,25/03/2024 14:17:12,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,7,Trials_blk2,Screen 1,xaswna,1,continue,,339.0999999284759,333.3000000000029,339.0999999284759,339.0999999284759,333.3000000000029,339.0999999284759,0,339.0999999284759,0,0,,Click To Continue,Card1,7,object-61,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,kip,kib,kip,k,i,1,,,,52,,
128,1.71141E+12,25/03/2024 22:17:12,1.71139E+12,-4,25/03/2024 14:17:12,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,7,Trials_blk2,Screen 2,u6rw25,2,info,audio started,8.699999904631113,0,8.699999904631113,8.699999904631113,0,8.699999904631113,1,8.699999904631113,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,kip,kib,kip,k,i,1,,,,52,,
129,1.71141E+12,25/03/2024 22:17:12,1.71139E+12,-4,25/03/2024 14:17:12,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,7,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,109.79999992847297,99,109.79999992847297,109.79999992847297,99,109.79999992847297,1,109.79999992847297,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,kip,kib,kip,k,i,1,,,,52,,
130,1.71141E+12,25/03/2024 22:17:12,1.71139E+12,-4,25/03/2024 14:17:12,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,7,Trials_blk2,Screen 2,u6rw25,2,continue,,566.5999999999985,566.5999999999985,566.5999999999985,566.5999999999985,566.5999999999985,566.5999999999985,1,566.5999999999985,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,kip,kib,kip,k,i,1,,,,52,,
131,1.71141E+12,25/03/2024 22:17:13,1.71139E+12,-4,25/03/2024 14:17:13,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,8,Trials_blk2,Screen 1,xaswna,1,response,kip,341.09999990463257,333.40000000000146,341.09999990463257,341.09999990463257,333.40000000000146,341.09999990463257,0,341.09999990463257,0,0,,Click Response,Card2,6,object-60,Trials_blk2,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,kib,kip,kib,k,i,1,,,,50,,
132,1.71141E+12,25/03/2024 22:17:13,1.71139E+12,-4,25/03/2024 14:17:13,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,8,Trials_blk2,Screen 1,xaswna,1,continue,,342.39999997615814,333.40000000000146,342.39999997615814,342.39999997615814,333.40000000000146,342.39999997615814,0,342.39999997615814,0,0,,Click To Continue,Card2,6,object-60,Trials_blk2,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,kib,kip,kib,k,i,1,,,,50,,
133,1.71141E+12,25/03/2024 22:17:13,1.71139E+12,-4,25/03/2024 14:17:13,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,8,Trials_blk2,Screen 2,u6rw25,2,info,audio started,11.599999999998545,0,11.599999999998545,11.599999999998545,0,11.599999999998545,1,11.599999999998545,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,kib,kip,kib,k,i,1,,,,50,,
134,1.71141E+12,25/03/2024 22:17:13,1.71139E+12,-4,25/03/2024 14:17:13,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,8,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,112.19999990463111,100,112.19999990463111,112.19999990463111,100,112.19999990463111,1,112.19999990463111,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,kib,kip,kib,k,i,1,,,,50,,
135,1.71141E+12,25/03/2024 22:17:13,1.71139E+12,-4,25/03/2024 14:17:13,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,8,Trials_blk2,Screen 2,u6rw25,2,continue,,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,1,566.6999999999971,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,kib,kip,kib,k,i,1,,,,50,,
136,1.71141E+12,25/03/2024 22:17:14,1.71139E+12,-4,25/03/2024 14:17:14,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,9,Trials_blk2,Screen 1,xaswna,1,response,pap,378.90000000000146,366.70000000000437,378.90000000000146,378.90000000000146,366.70000000000437,378.90000000000146,1,378.90000000000146,0,0,,Click Response,Card1,7,object-61,Trials_blk2,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,pap,pab,pap,p,a,1,,,,52,,
137,1.71141E+12,25/03/2024 22:17:14,1.71139E+12,-4,25/03/2024 14:17:14,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,9,Trials_blk2,Screen 1,xaswna,1,continue,,379.90000000000146,366.70000000000437,379.90000000000146,379.90000000000146,366.70000000000437,379.90000000000146,0,379.90000000000146,0,0,,Click To Continue,Card1,7,object-61,Trials_blk2,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,pap,pab,pap,p,a,1,,,,52,,
138,1.71141E+12,25/03/2024 22:17:14,1.71139E+12,-4,25/03/2024 14:17:14,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,9,Trials_blk2,Screen 2,u6rw25,2,info,audio started,15.599999976155232,0,15.599999976155232,15.599999976155232,0,15.599999976155232,1,15.599999976155232,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,pap,pab,pap,p,a,1,,,,52,,
139,1.71141E+12,25/03/2024 22:17:14,1.71139E+12,-4,25/03/2024 14:17:14,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,9,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,116.49999995231337,100,116.49999995231337,116.49999995231337,100,116.49999995231337,1,116.49999995231337,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,pap,pab,pap,p,a,1,,,,52,,
140,1.71141E+12,25/03/2024 22:17:14,1.71139E+12,-4,25/03/2024 14:17:14,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,9,Trials_blk2,Screen 2,u6rw25,2,continue,,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,1,566.6999999999971,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,pap,pab,pap,p,a,1,,,,52,,
141,1.71141E+12,25/03/2024 22:17:15,1.71139E+12,-4,25/03/2024 14:17:15,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,10,Trials_blk2,Screen 1,xaswna,1,response,pap,667.8999999761581,666.4000000000015,667.8999999761581,667.8999999761581,666.4000000000015,667.8999999761581,0,667.8999999761581,0,0,,Click Response,Card2,6,object-60,Trials_blk2,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,pab,pap,pab,p,a,1,,,,50,,
142,1.71141E+12,25/03/2024 22:17:15,1.71139E+12,-4,25/03/2024 14:17:15,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,10,Trials_blk2,Screen 1,xaswna,1,continue,,669.1999999284744,666.4000000000015,669.1999999284744,669.1999999284744,666.4000000000015,669.1999999284744,0,669.1999999284744,0,0,,Click To Continue,Card2,6,object-60,Trials_blk2,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,pab,pap,pab,p,a,1,,,,50,,
143,1.71141E+12,25/03/2024 22:17:15,1.71139E+12,-4,25/03/2024 14:17:15,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,10,Trials_blk2,Screen 2,u6rw25,2,info,audio started,5.199999904631113,0,5.199999904631113,5.199999904631113,0,5.199999904631113,1,5.199999904631113,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,pab,pap,pab,p,a,1,,,,50,,
144,1.71141E+12,25/03/2024 22:17:15,1.71139E+12,-4,25/03/2024 14:17:15,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,10,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,106.29999992847297,100.19999999999709,106.29999992847297,106.29999992847297,100.19999999999709,106.29999992847297,1,106.29999992847297,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,pab,pap,pab,p,a,1,,,,50,,
145,1.71141E+12,25/03/2024 22:17:15,1.71139E+12,-4,25/03/2024 14:17:15,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,10,Trials_blk2,Screen 2,u6rw25,2,continue,,566.7999999999956,566.7999999999956,566.7999999999956,566.7999999999956,566.7999999999956,566.7999999999956,1,566.7999999999956,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,pab,pap,pab,p,a,1,,,,50,,
146,1.71141E+12,25/03/2024 22:17:16,1.71139E+12,-4,25/03/2024 14:17:16,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,11,Trials_blk2,Screen 1,xaswna,1,response,kack,298.8000000000029,283.3000000000029,298.8000000000029,298.8000000000029,283.3000000000029,298.8000000000029,1,298.8000000000029,0,0,,Click Response,Card1,7,object-61,Trials_blk2,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,kack,kag,kack,k,a,1,,,,52,,
